"1. Company name (For example, UPMC, Penn State Health, CVS, Sadler Health Center, etc.)","2. Name of vaccine providing entity (For example, UPMC Williamsport, Penn State Health Holy Spirit Medical Center, CVS Pharmacy Camp Hill, Sadler Health Center, etc.)",4. Provider Address,5. Point of contact for vaccine providing entity,6. Phone number for point of contact,POCemail,8. Type of Facility,"9. Link to public facing information, if applicable, on how to schedule an appointment to get vaccinated",Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,What identification requirements does your facility have for vaccine recipients?,Notes,VaccineYesNoExp,x,y
Einstein Healthcare Network,Einstein Medical Center - Elkins Park,"60 Township Line Road, Elkins Park, PA  19027",Kate O'Rourke,215-663-6039,Covid19vaccine-Elkins@einstein.edu,Hospital,,,,,,,,,,,,,,,,"Please note that at the time of vaccination, you will be required to provide an active driver's license or PA picture ID and a current pay stub or W2 as proof of employment as a healthcare worker.",Vaccine Administration by Appointment Only,No Vaccine Yet,-75.10517403,40.07310698
Children's Hospital of Philadelphia ,Children's Hospital of Philadelphia ,"550 S Goddard Blvd, King of Prussia, PA 19406",Zachary Corrigan,,providerengagement@chop.edu,Health System,https://www.chop.edu/non-affiliated-healthcare-personnel-covid-19-vaccination-program,,,,,,,,,,,,,,,Drivers license and proof of occupation. Details / instructions will be sent to participating HCWs when they are sent a link to schedule their appointment after registering through public link provided above. ,Clinic hours will vary based on demand and resource/vaccine availability.  Participating HCWs will be sent a link to schedule their appointment after registering through the public link provided above,Yes,-75.40775797,40.08730199
"Scranton Primary Health Care Center, Inc.","Scranton Primary Health Care Center, Inc.","959 Wyoming Avenue, Scranton, PA  18509",Janice,5703449684,covidvaccine@scrantonprimary.org,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,,,,"state issued id, proof of applicable employment",,Yes,-75.65498698,41.41827701
Wind gap community pharmacy ,Wind gap community pharmacy ,31 west 1st street wind gap pa 18091,Kathy Moyer ,610-881-4260,Windgaprx1@gmail.com,Pharmacy,Call 610-881-4260,,,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,Copy of license ,,Yes,-75.29714199,40.84003901
Crozer Health,Crozer Chester Medical Center,1 Medical Center Blvd Upland PA 19013,Joseph McCann,610-447-2000,covidvaccinationrequest@crozer.org,Health System,https://www.crozerhealth.org/,,,10:00 AM,4:00 PM,10:00 AM,4:00 PM,10:00 AM,4:00 PM,10:00 AM,4:00 PM,10:00 AM,4:00 PM,,,Government issued photo identification card,Vaccinations are by appointment only.,Yes,-75.36812,39.85611
Giant Eagle,Giant Eagle,1671 Butler Plank Road,,1-800-553-2324,,Pharmacy,,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,date of birth,,No Vaccine Yet,-79.96491499,40.53754501
the medicine shoppe,the medicine shoppe,"1698 S QUEEN ST york, pa 17403",Lynford D King,7178460500,lynford.king@yahoo.com,Pharmacy,,,,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,12:00 PM,,,No Vaccine Yet,-76.70568403,39.942745
Crozer Health,Delaware County Memorial Hospital,501 N. Lansdowne Ave Drexel Hill PA 19026,Joseph McCann,610-284-8100,covidvaccinationrequest@crozer.org,Health System,https://www.crozerhealth.org/,,,10:00 AM,4:00 PM,10:00 AM,4:00 PM,10:00 AM,4:00 PM,10:00 AM,4:00 PM,10:00 AM,4:00 PM,,,Government issued photo identification card,Vaccinations are by appointment only.,Yes,-75.28387,39.95477
Allegheny Health Network,AHN Saint Vincent,"232 W. 25th St Erie, PA 16544",covidvaccine@ahn.org,,covidvaccine@ahn.org,Hospital,https://www.ahn.org/coronavirus/independent-health-care-workers.html,,,,,,,,,,,,,,,"Proof of occupation (i.e. badge, professional license, place of employment)",Schedule will be adjusted and coordinated to adjust and flex to requests.,Yes,-80.07922596,42.11125299
Hyde Drug Store,Hyde Drug Store,2412 Wilmington Rd New Castle PA 16105,Spero STefanis,724-652-1451,sstefanis@hydedrugstore.com,Pharmacy,https://calendly.com/hydedrugstore/covid-vaccination,,,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,"Proof of occupation for health care workers, frontline workers, etc. Photo ID for age requirements",,No Vaccine Yet,-80.35302896,41.02614702
Anderson Pharmacy,Anderson Pharmacy,334 Main Street Denver pa 17517,Cathy Wisniewski,7173362292,,Pharmacy,Andersononmain.com,,,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,2:00 PM,,,No Vaccine Yet,-76.13633697,40.23194799
Kennie’s pharmacy,Kennie’s pharmacy,520 west king st littlestown pa 17340,Erica Kaehler ,7173599899,Erica.k@kenniesmarket.com,Pharmacy,,,,,,,,,,,,,,,,,,No Vaccine Yet,-77.09824986,39.74199014
The Medicine  Shoppe,The Medicine Shoppe,2665 Brodhead Rd   Aliquippa PA. 15001,Antoniette Barbuto,724-378-4141,Pharmacyag@comcast.net,Pharmacy,,,,,,10:00 AM,4:00 PM,,,10:00 AM,4:00 PM,,,,,,,No Vaccine Yet,-80.28162001,40.60505001
Hartzell’s Pharmacy,Hartzell’s Pharmacy ,"300 American Street, Catasauqua, PA 18032",Kristen Hartzell ,484-240-6432,COVID@hartzells.com,Pharmacy,https://Www.hartzells.com,,,9:00 AM,12:00 PM,9:00 AM,12:00 PM,9:00 AM,12:00 PM,9:00 AM,12:00 PM,9:00 AM,12:00 PM,9:00 AM,12:00 PM,"Professional license, employee ID badge, payroll record",,Yes,-75.46789896,40.653607
Evergreen Pharmacy,Evergreen Pharmacy,1222 Welsh Rd Suite C-1 North wales Pa 19454,Kwang Kim,2153930902,evergreenrph@gmail.com,Pharmacy,,10:00 AM,4:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,5:00 AM,,,No Vaccine Yet,-75.25477612,40.2256365
Conemaugh,Conemaugh Miners Medical Center,"290 Haida Avenue  Hastings, PA 16646",Jessica Svidergol,8142473101,Jsviderg@conemaugh.org,Hospital,,,,,,,,,,,,,,,,"Drivers license/ID, employer badge if needed",Please bring all necessary forms of ID and insurance information. ,Yes,-78.70525417,40.65807921
Meadville Medical Center,Meadville Medical Center,"751 Liberty Street Meadville, PA 16335",Chelsey Walker,8143335542,tpierce2@mmchs.org,Health System,,,,,,,,,,,,,,,,,,Yes,-80.14576,41.64149
Public Drug,Public Drug,6925 LUDLOW STREET,Diane Klause,6107723991,hklause@aol.com,Pharmacy,,,,10:00 AM,3:00 PM,10:00 AM,3:00 AM,10:00 AM,3:00 PM,10:00 AM,3:00 PM,10:00 AM,3:00 PM,,,drivers licence,,No Vaccine Yet,-75.26017273,39.96132665
Norland Avenue Pharmacy,Norland Avenue Pharmacy,"12 Saint Paul Drive Suite 105 Chambersburg, PA 17201",Ashli Yoder,7172176790,ayoder@norlandrx.com,Pharmacy,(Once we get notice of receiving vaccine will sign up on): https://www.norlandrx.com/,,,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,,,"ID badge, name tag, provider license, or other ID along these lines ","To DOH, We have around 10 provider offices and a group home with 1a staff/residents that have signed up with our pharmacy to get vaccinated by us. We do not have vaccine but are ready and hoping to get some as soon as possible.",No Vaccine Yet,-77.634703,39.944229
Lenox Pharmacy,Lenox Pharmacy,"5879 State Route 92, Ste 3 Lenox Plaza, Kingsley, PA 18826",W Scott Muller,570-222-5005,lenoxrx@nep.net,Pharmacy,,,,9:00 AM,7:00 PM,9:00 AM,7:00 PM,,,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,5:00 PM,"ID, insurance",,No Vaccine Yet,-75.67442998,41.71120001
Centennial Pharmacy Services,Centennial Pharmacy Services,"1020 N Delaware Ave, STE 200",Lindsay Dymowski,267-324-5347,covid@centennialpharmacy.com,Pharmacy,https://www.centennialpharmacy.com/covid-19,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,"Personal Identification (Drivers License, State ID); Proof of appropriate phase, if applicable",,No Vaccine Yet,-75.13320509,39.96560082
Knights Road Pharmacy LLC,PA DOH and Cardinal Health Inc.,"2788 Knights Road, Bensalem, PA 19020",Dr. Emmanuel Williams,2156381256,knightsroadpharmacy@verizon.net ,Pharmacy,Via business phone line,,,12:00 PM,7:00 PM,12:00 PM,7:00 PM,12:00 PM,7:00 PM,12:00 PM,6:00 PM,12:00 PM,6:00 PM,12:00 PM,2:00 PM,,,No Vaccine Yet,-74.95301667,40.10278269
North Side Christian Health Center,North Side Christian Health Center ,"816 Middle St Pittsburgh, PA 15212",Anneliese Harris,412-321-4001 ext 202,covid19vaccine@nschc.org,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,,,,,,Yes,-79.99941901,40.45523698
Danville Pharmacy,Danville Pharmacy,439 Mill Street Danville PA 17822,Kathy Grandizio,5702844666,kathy@danvillepharmacy.com,Pharmacy,,,,,,,,,,,,,,,,License professional or pay stubs and pa dl,,Yes,-76.61631092,40.96495188
Mccracken Pharmacy,McCracken Pharmacy ,"595 e high street waynesburg, Pa 15370",Charles Scott Adamson,724-627-5454,scott@mccrackenpharmacy.com,Pharmacy,,,,10:00 AM,,10:00 AM,6:00 PM,10:00 AM,,,,10:00 AM,6:00 PM,10:00 AM,,Photo ID ,,No Vaccine Yet,-80.17943002,39.89644002
Exton Pharmacy at Marchwood,Exton Pharmacy at Marchwood,"1 Marchwood Rd, Exton, PA 19341",MARY WALSH,6103639444,extoncovidwaitinglist@gmail.com,Pharmacy,6103639444,12:00 PM,3:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,2:00 PM,"insurance card, and  photo id if available","if needed, I can extend my hours to acommodate need",No Vaccine Yet,-75.6375657,40.04789392
Mainline Pharmacy,Mainline Pharmacy,3720 New Germany Rd,John Pastorek,7244597400,blairsville@mainlinepharmacy.com,Pharmacy,,,,,,,,,,,,,,,,,,Yes,-78.73546498,40.48110199
Blairsville Pharmacy,Blairsville Pharmacy,"135 E Market Street, Suite 100 Blairsville, PA 15717",John Pastorek,7244597400,blairsville@mainlinepharmacy.com,Pharmacy,,,,,,,,,,,,,,,,,,Yes,-79.26219463,40.43101773
Bushy Run Pharmacy,Bushy Run Pharmacy,"2106 route 130 harrison city, pa 15636",John Pastorek,7244597400,blairsville@mainlinepharmacy.com,Pharmacy,,,,,,,,,,,,,,,,,,Yes,-79.648874,40.353989
Span & Taylor Drug Co,Span & Taylor Drug Co,"175 W Main St Monongahela, PA 15063",Kristopher Marchewka,7242584545,krismarchewka@gmail.com,Pharmacy,,,,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,2:00 PM,,,No Vaccine Yet,-79.92404601,40.20148601
Burns Pharmacy ,Burns Pharmacy,82 N Pennsylvania Ave Morrisville PA 19067,Purvish Patel,,Info@burnspharmacy.com,Pharmacy,,,,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,3:00 PM,Insurance and other form of ID,,No Vaccine Yet,-74.7764052,40.21007853
VIP pharmacy,VIP pharmacy,"7737 new falls Rd, levittown, pa 19055",Hiren Patel,2154867300,Viprx516@gmail.com,Pharmacy,Call,,,9:00 AM,6:00 PM,9:00 AM,7:00 PM,9:00 AM,9:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,3:00 PM,,,No Vaccine Yet,-74.84834411,40.16071338
Robert T Henry Pharmacy,Robert T. Henry Pharmacy ,"54 East King Street Shippensburg, pa 17257",Sherry Gipe,7175325812,Rthenrypharmacy@aol.com,Pharmacy,https://www.robertthenrypharmacy.com,,,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,1:00 PM,"Insurance card, professional license if applicable ",,No Vaccine Yet,-77.51926573,40.05099885
Donora Union Pharmacy,Donora Union Pharmacy ,"601 McKean Avenue, Donora, PA 15033",David Marchewka,7243795630,Davidmarchewkarx@gmail.com,Pharmacy,,,,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,3:00 PM,"Photo ID, insurance card",,No Vaccine Yet,-79.85632011,40.1780049
Kevin's Shop n Save Pharmacy,Kevin's Shop n Save Pharmacy,799 Castle Shannon Blvd,Kevin Evancic,4125612417,kevinspharmacy@gmail.com,Pharmacy,https://www.kevinspharmacy.com,,,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,3:00 PM,,,No Vaccine Yet,-80.02863204,40.36919599
Pleasant Hills Apothecary,Pleasant Hills Apothecary,"25 Gill Hall Road Jefferson Hills, PA 15025",Kevin Evancic,4126537566,phapothecary@hotmail.com,Pharmacy,https://www.pleasanthillsapothecary.com,,,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,3:00 PM,,,No Vaccine Yet,-79.95730196,40.32188899
Primary Health Network,Primary Health Network,63 Pitt Street,Ashlee Montgomery,7246999211,amontgomery@primary-health.net,Federally Qualified Health Center (FQHC),https://primary-health.net/covid-vaccine-clinic.aspx,,,9:00 AM,4:00 PM,9:00 AM,4:00 PM,9:00 AM,4:00 PM,9:00 AM,4:00 PM,9:00 AM,4:00 PM,,,"Patients must register in our EMR system, providing name & DOB",31of our 33 primary care sites approved for vaccine administration. We have a mobile unit for vaccination and will go anywhere needed.,Yes,-80.50773848,41.23379622
"Millersburg Pharmacy, Inc",Millersburg Pharmacy ,242 Market Street Millersburg PA 17061,Mark Mcalanis,,dalhernrx@yahoo.com,Pharmacy,https://www.mbg-rx.com/,,,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,,,State issued id,,No Vaccine Yet,-76.96133621,40.53966593
QWIK-MED PHARMACY LLC,QWIK-MED PHARMACY LLC,"369 LOCUST ST, REAR COLUMBIA PA 17512",RICHARD BOAHENE,7174495636,QWIKMEDPHARMACY@YAHOO.COM,Pharmacy,,,,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,6:00 PM,11:00 AM,4:00 PM,IDs,,No Vaccine Yet,-76.501452,40.03294199
Chambers’ Apothecary,Chambers’ Apothecary,278 Lincoln Way East,Garrett Sipes,7172630747,Chambersrxllc@yahoo.com,Pharmacy,Chambersapothecary.com,,,9:00 AM,3:00 PM,9:00 AM,3:00 PM,9:00 AM,3:00 PM,9:00 AM,3:00 PM,9:00 AM,3:00 PM,,,,,No Vaccine Yet,-77.65750102,39.93673799
East Liberty Family Health Care Center ,East Liberty Family Health Care Center ,"6023 Harvard Street, Pittsburgh PA 15348",Linda Scott ,4126611444,covidscheduling@elfhcc.com,Federally Qualified Health Center (FQHC),https://www.ELFHCC.com,,,8:00 AM,4:00 PM,8:00 AM,4:00 PM,8:00 AM,4:00 PM,8:00 AM,4:00 PM,8:00 AM,4:00 PM,,,"Name , birthdate, Contact Number ",Vaccines are by appointment only . ,Yes,-79.923009,40.46305101
Horsham Pharmacy LLC,Horsham Pharmacy LLC,"316 Horsham Road Suite E, Horsham, PA 19044","Christy Vu, Rph",2672825747,Rph@horshamrx.com,Pharmacy,Horshamrx.com,,,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,2:00 PM,"photo copy of a valid state ID (eg.  driver license, passport, etc),, medical and prescription insurance card,  prove of health provider statues ( professional license, paystub, etc)",Please use website and email for scheduling. These method will get priority.   Direct call to the pharmacy will further delay our appointment. process.,Yes,-75.13548903,40.18220399
Waltmire Pharmacy,Waltmire Pharmacy,1435 Spring Garden Ave,Fred DePasquale,4123231801,fredpharmacist@gmail.com,Pharmacy,phone ,,,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,1:00 PM,10:00 AM,12:00 PM,none,,No Vaccine Yet,-79.98677198,40.46263502
Primary Care Pharmacy Services Inc.,Primary Care Pharmacy Services Inc. - Kennedy Twp,"27 Heckel Road, suite 110, Kennedy Twp, PA 15136",Jacki Bertola,412-720-1041,COVID19@primarycarepharmacysvcs.com,Pharmacy,https://www.primarycarepharmacysvcs.com,,,,,,,,,,,,,,,"License, Insurance Card",appointment only,Yes,-80.0904712,40.47153021
Newhard Pharmacy,Newhard Pharmacy,"1001 Main Street, Northampton, PA 18067",John J. Pavis,6102626721,jjpavis@newhardpharmacy.com,Pharmacy,https://www.newhardpharmacy.com,,,9:00 AM,4:00 PM,9:00 AM,4:00 PM,9:00 AM,4:00 PM,9:00 AM,4:00 PM,9:00 AM,4:00 PM,9:00 AM,2:00 PM,None yet,,No Vaccine Yet,-75.48828602,40.67950302
LVRx LLC,LVRx Pharmacy ,211 South Market Street Ligonier PA 15658,Susan Anthony,724-708-5358,Lvrxpharmacy@gmail.com,Pharmacy,,,,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,12:00 PM,Insurance cards ,,No Vaccine Yet,-79.23953822,40.24206081
Village Pharmacy,Village Pharmacy,"1624 E. Poland Rd. New Castle, PA16102",Jayanne Silvers,7246677124,jbird624@comcast.net,Pharmacy,,,,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,,5:00 PM,,,No Vaccine Yet,-80.4697543,40.97586164
Main Line Health,Main line Health,100 East Lancaster Avenue,Lorraine DeLuca Placido,484-580-1035,communitycovidvaccine@mlhs.org,Health System,,,,,,,,,,,,,,,,Government issued ID,,Yes,-75.25663974,39.98943283
Multi-Cultural Health Evaluation Delivery System,Multi-Cultural Health Evaluation Delivery System,"2928 Peach St, Erie, PA `65``",Susan Chute,8144536229,covidvaccine@mheds.org,Federally Qualified Health Center (FQHC),http://www.mheds.org/news,9:00 AM,5:00 AM,,,,,,,,,,,9:00 AM,5:00 AM,Photo ID,By appointment only at this time,Yes,-80.07665599,42.10715902
Broad Top Area Medical Center,Pediatric and Family Health Care Center,6678 Towne Center Blvd,Sandra Snyder CMA,814-506-8490 Ext 1901,ssnyder@broadtopmedical.com,Federally Qualified Health Center (FQHC),N/A,,,7:00 AM,4:00 PM,7:00 AM,4:00 PM,7:00 AM,4:00 PM,7:00 AM,,,,,,Photo ID and Insurance Card,,Yes,-78.04525004,40.49144002
Saxonburg Drug ,Saxonburg Drug ,115 Pittsburgh Street Saxonburg PA 16056,Maura Trainor ,7243523600,vax.SBGDrug@gmail.com,Pharmacy,,10:00 AM,1:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,Driver license ,Appointments are made and will be confirmed to be sure that the entire vial containing 10 doses can be administered within a 6 hour window,No Vaccine Yet,-79.81407476,40.74999067
Geisinger Health,Geisinger Jersey Shore Hospital,,COVID Vaccine Hotline,5702843657,covidvaccine@geisinger.edu,Hospital,https://www.geisinger.org/covidvax,,,,,,,,,,,,,,,Medical/provider license ID Employer ID (if available) Letter on letterhead from provider practice office,,Yes,-77.26823504,41.202256
Geisinger Health,Geisinger Lewistown Hospital ,,COVID Hotline Vaccine ,5702843657,covidvaccine@geisinger.edu,Hospital,https://www.geisinger.org/covidvax,,,,,,,,,,,,,,,Medical/provider license ID Employer ID (if available) Letter on letterhead from provider practice office,,Yes,-77.568278,40.617683
Doylestown Hospital,Doylestown Health,"595 West State Street, Doylestown PA 18901",Christine Roussel,,COVIDvaccine@dh.org,Hospital,,,,6:00 AM,4:00 PM,10:00 AM,8:00 PM,6:00 AM,4:00 PM,7:00 AM,4:00 PM,7:00 AM,5:00 PM,,,All potential recipents are screened in advance and must schedule an appointment.  Credientals are verified in advance,Please note our vaccination hours change weekly.  We have been working on setting up a vaccine specific website for the public  since we first recieved this survey.  We will repeat this survey when it is done so we can have the link updated for you,Yes,-75.1456,40.30506
Geisinger Health,Geisinger Community Medical Center,,COVID Hotline Vaccine,5702843657,covidvaccine@geisinger.edu,Hospital,https://www.geisinger.org/covidvax,,,,,,,,,,,,,,,Medical/provider license ID Employer ID (if available) Letter on letterhead from provider practice office,,Yes,-75.64655999,41.40010802
Geisinger Health,Geisinger Bloomsburg Hospital ,,COVID Hotline Vaccine ,5702843657,covidvaccine@geisinger.edu,Hospital,https://www.geisinger.org/covidvax,,,,,,,,,,,,,,,Medical/provider license ID Employer ID (if available) Letter on letterhead from provider practice office,,Yes,-76.45241803,41.00918402
HORSHAM SQUARE PHARMACY,HORSHAM SQUARE PHARMACY,"575 HORSHAM RD UNIT C20, HORSHAM,PA 19044",TOM FRIEDMAN,215-674-5050,TOM@HORSHAMSQUAREPHARM.COM,Pharmacy,https://WWW.HORSHAMSQUAREPHARMACY.COM,,,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,10:00 AM,4:00 PM,DRIVERS LICENSE,,No Vaccine Yet,-75.14681097,40.187512
Berwick Hospital Center,Berwick Hospital Center,701 E. 16th St,Linda Frankevich,5707595522,,Hospital,,,,8:00 AM,10:00 AM,8:00 AM,10:00 AM,8:00 AM,10:00 AM,8:00 AM,10:00 AM,8:00 AM,10:00 AM,,,Professional identification,,Yes,-76.23098703,41.07019068
AHN,Allegheny Valley Hospital,"1301 Carlisle Street, Natrona Heights, PA 15065",covidvaccine@ahn.org,,covidvaccine@ahn.org,Hospital,https://www.ahn.org/coronavirus/independent-health-care-workers.html,,,,,,,,,,,,,,,"Proof of occupation (ex. employee ID, place of employment, professional license)",Schedule will be adjusted and coordinated to be consistent with requests ,Yes,-79.73692102,40.61826001
primary health network,Ebensburg Health Center,152 Zeman Drive,Ashley Montgomery,724-699-9211,amontomery@primary-health.net,Federally Qualified Health Center (FQHC),https://primary-health.net/covid-vaccine-clinic-aspx,,,8:00 AM,5:00 PM,8:00 AM,7:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,,,none,,No Vaccine Yet,-78.75831497,40.46551102
LaCon's Pharmacy,LaCon's Pharmacy,"1336 Powell St, Norristown, PA 19401",Michael Lacon,484-808-7173,laconscovid@gmail.com,Pharmacy,https://www.laconspharmacy.com,,,11:00 AM,4:00 PM,11:00 AM,4:00 PM,11:00 AM,4:00 PM,11:00 AM,4:00 PM,11:00 AM,4:00 PM,,,,"A form to sign up for the vaccine is available on our website, www.laconspharmacy.com. We are working to schedule everyone we can and will reach out after the form is filled out. ",Yes,-75.33606593,40.1239031
Primary Health Network,Primary Health Network-Hoffman Memorial Medical Center,419 Kellys Way Easy Brady PA 16028,Ashlee Montgomery,724-699-9211,amontgomery@primary-health.net,Federally Qualified Health Center (FQHC),http://primary-health.net/covid-vaccine-clinic.aspx,,,8:00 AM,7:00 PM,8:00 AM,4:00 PM,8:00 AM,4:00 PM,8:00 AM,4:00 PM,,,,,"Name, Date of Birth, and Driver's License if applicable",,No Vaccine Yet,-79.61580736,40.98730985
Tower Health,Pottstown Hospital,"1600 E. High Street, Pottstown Pa 19464",Jennifer Patten,,JenniferL.Patten@towerhealth.org,Hospital,https://www.towerhealth.org/covid-19-information-center/covid-19-vaccine/covid-vaccine-non-tower-health-affiliated-providers,,,,,,,,,,,,,,,"ID Badge, Paystub or other supporting documents that you are Tier 1A",By appointments only - Schedule by web link only,Yes,-75.61205697,40.24272401
